City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
432,Nizhniy Tsasuchey,RU,50.5167,115.1333,28.45,28,100,4.99,overcast clouds
433,Yeniseysk,RU,58.4497,92.1703,34.29,98,100,5.37,overcast clouds
434,San Carlos De Bariloche,AR,-41.1456,-71.3082,59.0,58,40,20.71,scattered clouds
435,Sur,OM,22.5667,59.5289,83.19,59,0,8.63,clear sky
436,Nadym,RU,65.5333,72.5167,33.22,98,100,13.67,overcast clouds
437,Qaqortoq,GL,60.7167,-46.0333,53.6,19,1,23.02,clear sky
438,Sabang,ID,5.8933,95.3214,84.13,67,5,3.67,clear sky
439,Shache,CN,38.4167,77.2406,60.13,22,3,7.31,clear sky
440,Turka,UA,49.1541,23.0297,53.01,100,92,14.0,overcast clouds
441,Richards Bay,ZA,-28.783,32.0377,72.48,87,0,2.26,clear sky
442,Gladstone,AU,-23.85,151.25,69.8,46,0,8.05,light rain
443,Kaberamaido,UG,1.7389,33.1594,68.49,89,94,5.93,light rain
444,Varciorog,RO,46.9667,22.3,62.6,34,0,5.75,clear sky
445,Xinqing,CN,48.2333,129.5,39.27,48,100,4.54,overcast clouds
446,Port Blair,IN,11.6667,92.75,82.44,75,99,4.27,overcast clouds
447,Talnakh,RU,69.4865,88.3972,25.12,95,95,9.15,overcast clouds
448,Manado,ID,1.487,124.8455,77.0,100,40,2.37,scattered clouds
449,Baie-Comeau,CA,49.2168,-68.1489,50.0,50,90,5.75,overcast clouds
450,Neiafu,TO,-18.65,-173.9833,66.2,94,20,6.89,few clouds
451,Khipro,PK,25.8285,69.3772,89.13,21,0,13.11,clear sky
452,Olovyannaya,RU,50.95,115.5667,26.33,30,97,6.55,overcast clouds
453,Grand Gaube,MU,-20.0064,57.6608,79.0,80,84,3.0,light rain
454,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.0,48,20,5.75,few clouds
455,Walvis Bay,NA,-22.9575,14.5053,83.71,33,2,16.37,clear sky
456,Dourbali,TD,11.8091,15.8632,97.79,3,2,11.48,clear sky
457,San Cristobal,VE,7.7669,-72.225,87.8,51,40,5.75,scattered clouds
458,Vostok,RU,46.4856,135.8833,41.23,72,99,7.56,overcast clouds
459,Hasaki,JP,35.7333,140.8333,46.4,81,20,3.44,few clouds
460,Ternate,ID,0.8,127.4,81.0,80,97,6.96,overcast clouds
461,Bonavista,CA,48.6499,-53.1147,37.0,100,100,6.91,moderate rain
462,Narsaq,GL,60.9167,-46.05,53.6,19,1,23.02,clear sky
463,Dalbandin,PK,28.8947,64.4101,81.95,8,33,7.29,scattered clouds
464,Opuwo,NA,-18.0607,13.84,75.85,31,7,8.66,clear sky
465,Veraval,IN,20.9,70.3667,80.56,71,0,13.65,clear sky
466,Am Timan,TD,11.0297,20.2827,95.63,7,33,3.11,scattered clouds
467,Itarema,BR,-2.9248,-39.9167,85.46,65,65,14.7,moderate rain
468,Wajima,JP,37.4,136.9,46.98,67,24,7.9,few clouds
469,Deputatskiy,RU,69.3,139.9,-22.54,99,81,2.95,broken clouds
470,Krasnoselkup,RU,65.7,82.4667,32.11,87,100,18.28,overcast clouds
471,Nagapattinam,IN,10.7667,79.8333,83.19,68,2,11.74,clear sky
472,Mahibadhoo,MV,3.7833,72.9667,83.37,70,56,5.19,broken clouds
473,Shingu,JP,33.7333,135.9833,51.85,85,50,5.88,scattered clouds
474,Urrao,CO,6.3152,-76.1342,68.11,80,99,1.39,overcast clouds
475,Sibolga,ID,1.7427,98.7792,76.89,91,100,3.62,overcast clouds
476,Shu,KZ,43.5983,73.7614,56.55,39,1,11.95,clear sky
477,Biloela,AU,-24.4167,150.5,61.38,41,0,14.34,clear sky
478,Port Macquarie,AU,-31.4333,152.9167,48.0,72,0,1.01,clear sky
479,Arman,RU,59.7,150.1667,8.67,85,100,13.02,light snow
480,Kiama,AU,-34.6833,150.8667,51.8,54,3,11.5,clear sky
481,Atar,MR,20.5169,-13.0499,97.45,10,33,9.86,scattered clouds
482,Ushumun,RU,52.7833,126.5333,17.38,62,100,2.37,overcast clouds
483,Ponce,PR,18.073,-66.6185,80.01,65,28,8.99,scattered clouds
484,Benavente,ES,42.0025,-5.6783,48.2,49,20,13.8,few clouds
485,Port-Cartier,CA,50.0334,-66.8654,57.2,51,90,9.22,overcast clouds
486,Champagnole,FR,46.7445,5.9135,48.0,90,100,5.99,overcast clouds
487,Liverpool,GB,53.4106,-2.9779,46.99,46,20,17.27,few clouds
488,Tiznit,MA,29.5833,-9.5,66.24,52,71,9.44,broken clouds
489,Sakakah,SA,29.9697,40.2064,66.2,18,0,6.91,clear sky
490,Amapa,BR,1.0,-52.0,81.28,84,88,3.6,overcast clouds
491,Yalutorovsk,RU,56.6536,66.3006,39.38,81,64,12.44,broken clouds
492,Rio Grande,BR,-32.035,-52.0986,79.0,69,40,23.02,moderate rain
493,Lashio,MM,22.9333,97.75,69.84,50,1,1.28,clear sky
494,Timberlake,US,37.3207,-79.2575,71.01,60,40,5.75,scattered clouds
495,Saint-Augustin,CA,51.226,-58.6502,43.3,92,100,23.87,overcast clouds
496,Stornoway,GB,58.2093,-6.3865,44.01,65,20,6.91,few clouds
497,Lucapa,AO,-8.4192,20.7447,68.36,89,54,3.02,light rain
498,Muriwai Beach,NZ,-36.8167,174.45,62.01,95,1,3.0,clear sky
499,Baghdad,IQ,33.3406,44.4009,68.0,32,0,5.75,clear sky
500,Nanchang,CN,28.6833,115.8833,58.48,97,99,2.86,light rain
501,Sadao,TH,6.6388,100.4234,80.6,89,20,2.3,few clouds
502,Camacari,BR,-12.6975,-38.3242,82.4,65,75,10.36,broken clouds
503,Dali,CN,25.7,100.1833,55.38,70,0,5.57,clear sky
504,Sistranda,NO,63.7256,8.834,41.0,65,40,4.61,scattered clouds
505,Wilkie,CA,52.4168,-108.7014,35.6,64,40,17.27,scattered clouds
506,Inta,RU,66.0317,60.1659,34.48,77,80,19.64,broken clouds
507,Macapa,BR,0.0389,-51.0664,89.6,62,75,9.22,broken clouds
508,Savalou,BJ,7.9281,1.9756,95.02,37,63,7.18,broken clouds
509,Aksu,CN,41.1231,80.2644,60.64,25,0,6.44,clear sky
510,Marovoay,MG,-16.1,46.6333,80.6,89,20,1.14,few clouds
511,Hattiesburg,US,31.3271,-89.2903,70.0,45,1,6.11,clear sky
512,Port Augusta,AU,-32.5,137.7667,59.0,58,54,12.66,broken clouds
513,Sokolo,ML,14.7328,-6.1219,106.93,4,0,3.18,clear sky
514,Shiyan,CN,32.6475,110.7781,54.75,75,100,1.66,overcast clouds
515,Kikwit,CD,-5.041,18.8162,72.46,90,59,4.94,light rain
516,Brigantine,US,39.4101,-74.3646,64.99,94,90,10.36,mist
517,Valdivia,CL,-39.8142,-73.2459,60.8,67,90,5.75,overcast clouds
518,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,87.4,56,42,5.01,scattered clouds
519,Lae,PG,-6.7221,146.9847,75.47,86,92,4.21,overcast clouds
520,Bara,NG,10.3744,10.7288,97.99,19,98,3.8,overcast clouds
521,Porto Novo,BJ,6.4965,2.6036,87.8,74,20,13.8,few clouds
522,Oktyabrskoye,RU,43.0645,44.7417,46.4,87,90,4.47,overcast clouds
523,Okhotsk,RU,59.3833,143.3,18.37,83,100,20.27,light snow
524,Tromso,NO,69.6496,18.957,35.6,75,75,5.75,snow
525,Braganca,BR,-1.0536,-46.7656,84.24,73,100,5.66,overcast clouds
526,Funadhoo,MV,6.15,73.2667,83.84,66,29,2.77,scattered clouds
527,Comodoro Rivadavia,AR,-45.8667,-67.5,66.2,48,0,14.97,clear sky
528,Albion,US,42.2431,-84.753,55.4,67,90,8.05,overcast clouds
529,Elizabeth City,US,36.2946,-76.2511,75.0,68,40,14.97,scattered clouds
530,Manggar,ID,-2.8833,108.2667,80.47,79,100,2.26,overcast clouds
531,Rivadavia,AR,-33.1905,-68.4608,64.4,55,0,4.61,clear sky
532,Tura,IN,25.5198,90.2201,79.25,40,40,4.97,scattered clouds
533,Holly Springs,US,35.6513,-78.8336,79.0,55,26,5.01,scattered clouds
534,Gouyave,GD,12.1646,-61.7296,86.0,66,40,20.71,scattered clouds
535,Kautokeino,NO,69.0125,23.0412,23.25,83,49,5.12,scattered clouds
536,Taltal,CL,-25.4,-70.4833,68.18,68,14,5.08,few clouds
537,Magadan,RU,59.5667,150.8,8.28,78,100,14.34,overcast clouds
538,Rodrigues Alves,BR,-7.738,-72.6509,82.4,78,75,3.44,broken clouds
539,Nuevo Progreso,MX,23.1667,-97.95,84.0,67,17,3.0,few clouds
540,Vysotskoye,RU,45.025,42.9064,42.8,100,90,4.47,light rain
541,Ussuriysk,RU,43.7986,131.9508,46.4,100,90,4.47,overcast clouds
542,Hay River,CA,60.8156,-115.7999,6.8,61,100,4.61,overcast clouds
543,Alpena,US,45.0617,-83.4327,48.2,100,90,4.61,mist
544,Worthington,US,40.0931,-83.018,55.4,67,90,17.27,overcast clouds
545,Omboue,GA,-1.5746,9.2618,77.34,83,100,6.87,overcast clouds
546,Mikhaylovka,RU,50.06,43.2379,51.01,86,91,5.01,overcast clouds
547,Lensk,RU,60.7253,114.9278,2.07,98,97,4.68,overcast clouds
548,Isilkul,RU,54.9109,71.2728,29.53,95,94,6.64,overcast clouds
549,Bima,ID,-8.4667,118.7167,75.38,94,22,3.53,few clouds
550,Nanyamba,TZ,-10.6833,39.8333,77.0,88,20,10.36,light rain
551,San Antonio,US,29.4241,-98.4936,80.01,28,1,8.05,clear sky
552,San Jose De Gracia,MX,20.6667,-102.5833,78.93,19,67,5.82,broken clouds
553,Balotra,IN,25.8333,72.2333,89.4,7,0,3.87,clear sky
554,Vyshhorod,UA,50.5848,30.4898,59.0,26,0,4.47,clear sky
555,Winslow,US,35.0242,-110.6974,60.8,16,1,3.44,clear sky
556,Yurimaguas,PE,-5.9,-76.0833,84.2,70,20,3.44,few clouds
557,Sinjai,ID,-5.1241,120.253,73.63,89,9,4.0,clear sky
558,Bereda,ES,43.2686,-7.5406,48.99,59,68,18.01,broken clouds
559,Calama,CL,-22.4667,-68.9333,71.6,16,0,13.8,clear sky
560,Fort Nelson,CA,58.8053,-122.7002,19.4,53,20,11.5,few clouds
561,Vallenar,CL,-28.5708,-70.7581,81.48,27,0,7.0,clear sky
562,Cimislia,MD,46.52,28.7842,57.2,28,0,5.75,clear sky
563,San Lawrenz,MT,36.0553,14.204,61.0,82,75,18.41,broken clouds
564,Jibuti,DJ,11.5,42.5,82.4,74,20,4.61,few clouds
565,Kyshtovka,RU,56.555,76.6271,31.15,95,100,10.0,overcast clouds
566,Aripuana,BR,-9.1667,-60.6333,80.11,77,94,2.26,overcast clouds
567,Lata,PT,40.1629,-8.3327,66.0,72,40,8.05,scattered clouds
568,Hervey Bay,AU,-25.2986,152.8535,66.99,59,0,3.0,clear sky
569,Xiaoyi,CN,34.6178,109.703,55.44,69,99,3.49,overcast clouds
570,Kalikapur,IN,22.6167,86.2833,86.29,32,48,1.3,scattered clouds
571,Vardo,NO,70.3705,31.1107,33.8,80,75,21.85,broken clouds
572,Hamamatsu,JP,34.7,137.7333,57.36,57,75,8.01,broken clouds
573,Kendari,ID,-3.945,122.4989,75.04,92,27,3.53,scattered clouds
574,Rosa Zarate,EC,0.3333,-79.4667,80.35,84,99,4.61,light rain
575,Kayerkan,RU,69.3497,87.7602,28.08,87,100,15.19,overcast clouds
576,Erzin,TR,36.9559,36.2,52.0,76,92,1.68,overcast clouds
577,Aykino,RU,62.2248,49.9922,35.37,76,4,8.9,clear sky
578,Lukovetskiy,RU,64.2956,41.9211,41.0,45,20,13.42,few clouds
579,Tocache,PE,-8.1842,-76.5125,85.42,55,74,0.31,broken clouds
580,Taoudenni,ML,22.6783,-3.9836,98.91,9,14,8.95,few clouds
581,Ayan,RU,56.45,138.1667,12.96,72,100,10.49,overcast clouds
582,Sao Joao Del Rei,BR,-21.1356,-44.2617,77.0,38,20,6.91,few clouds
583,Lyubytino,RU,58.8122,33.3922,43.61,69,55,3.22,broken clouds
584,Margate,GB,51.3813,1.3862,46.99,41,58,5.01,broken clouds
585,Nizhniy Odes,RU,63.6445,54.856,35.31,75,19,11.43,few clouds
586,Beyneu,KZ,45.3167,55.2,62.46,38,0,18.81,clear sky
587,Port Moresby,PG,-9.4431,147.1797,75.2,100,40,3.44,scattered clouds
588,Navahrudak,BY,53.6,25.8333,51.01,63,87,9.89,overcast clouds
589,Marienburg,PL,54.0359,19.0266,61.0,100,100,8.93,overcast clouds
590,Dharmapuri,IN,12.1333,78.1667,78.76,63,32,8.63,scattered clouds
591,Santo Antonio Da Platina,BR,-23.295,-50.0772,87.48,30,6,4.07,clear sky
592,Skibbereen,IE,51.55,-9.2667,48.2,37,20,10.36,few clouds
593,Middelburg,ZA,-25.7751,29.4648,69.58,30,0,7.87,clear sky
594,Kijang,KR,35.2442,129.2139,55.4,58,0,1.14,clear sky
595,Malartic,CA,48.1335,-78.1328,72.0,43,75,12.66,broken clouds
596,Karangasem,ID,-8.45,115.6167,80.6,89,20,4.61,few clouds
597,Kyra,RU,49.5776,111.9753,19.98,48,77,14.47,broken clouds
598,Jishou,CN,28.3167,109.7167,57.56,99,100,0.74,light rain
599,Rutland,US,43.6167,-73.0162,69.01,55,1,18.41,clear sky
600,West Wendover,US,40.7391,-114.0733,44.6,31,1,13.8,clear sky
601,Sokoni,TZ,-6.4333,39.55,80.6,83,20,9.22,light rain
602,Berbera,SO,10.4396,45.0143,80.94,81,43,9.15,scattered clouds
603,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,95.92,20,1,4.88,clear sky
604,Port Shepstone,ZA,-30.7414,30.455,76.15,88,75,11.27,broken clouds
605,Daur,PK,26.4583,68.3192,87.8,35,10,4.61,haze
606,Empangeni,ZA,-28.762,31.8933,70.07,91,0,1.72,clear sky
607,Izvestkovyy,RU,48.9833,131.55,34.56,58,98,3.4,overcast clouds
608,Zhuhai,CN,22.2769,113.5678,75.99,88,0,6.91,clear sky
609,Iquitos,PE,-3.7481,-73.2472,86.0,70,75,4.61,broken clouds
610,Ako,JP,34.75,134.4,42.01,68,56,1.01,broken clouds
611,Pevek,RU,69.7008,170.3133,-26.52,99,77,2.77,broken clouds
612,Kampong Thum,KH,12.7111,104.8887,76.51,89,96,15.08,overcast clouds
613,Sivaki,RU,52.6333,126.75,19.4,46,100,3.83,overcast clouds
614,Buala,SB,-8.145,159.5921,78.49,81,100,2.57,overcast clouds
615,Venustiano Carranza,MX,19.43,-99.0992,73.4,25,1,4.61,clear sky
616,Milkovo,RU,54.7167,158.6167,16.95,92,34,1.61,scattered clouds
617,Yumen,CN,40.2833,97.2,48.99,39,62,15.59,broken clouds
618,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,82.02,74,98,8.52,light rain
619,Alekseyevsk,RU,57.8406,108.3492,12.27,94,97,4.23,overcast clouds
620,Slave Lake,CA,55.2834,-114.769,23.0,86,90,2.3,overcast clouds
621,Mae Ramat,TH,16.984,98.5166,75.58,90,100,0.36,overcast clouds
622,Biak,ID,-0.9131,122.8766,76.59,83,98,2.42,overcast clouds
623,Luderitz,NA,-26.6481,15.1594,74.52,51,0,7.14,clear sky
624,Jeremie,HT,18.65,-74.1167,81.73,66,79,2.75,broken clouds
625,Laguna,US,38.421,-121.4238,63.0,67,1,5.01,clear sky
626,Penzance,GB,50.1186,-5.5371,46.99,57,8,18.41,clear sky
627,Aleksandrovskoye,RU,44.7142,43.0008,48.2,76,90,4.47,light rain
628,Bowen,AU,-20.0167,148.2333,75.2,94,2,5.75,clear sky
629,Talcahuano,CL,-36.7167,-73.1167,64.4,55,0,13.8,clear sky
630,Suileng,CN,47.25,127.0833,47.35,86,82,6.91,broken clouds
631,Sindou,BF,10.6667,-5.1667,103.24,14,64,7.83,broken clouds
632,Dergachi,RU,51.2328,48.7659,61.39,58,100,12.57,overcast clouds
633,Waingapu,ID,-9.6567,120.2641,77.11,85,40,1.79,scattered clouds
634,Kirakira,SB,-10.4544,161.9205,78.24,83,92,0.29,overcast clouds
635,Cobija,BO,-11.0267,-68.7692,87.64,66,71,0.63,moderate rain
636,Novosheshminsk,RU,55.0651,51.2338,44.76,98,100,4.74,light rain
637,Kyzyl-Suu,KG,42.3414,78.0056,44.47,46,0,8.12,clear sky
638,Thika,KE,-1.0333,37.0693,69.8,64,40,8.05,scattered clouds
639,Khandyga,RU,62.6667,135.6,13.75,96,100,2.84,light snow
640,Awjilah,LY,29.1081,21.2869,70.11,16,3,9.57,clear sky
641,La Joya,MX,18.6667,-99.4667,87.01,31,0,3.85,clear sky
642,Palmer,US,42.1584,-72.3287,57.0,71,90,13.8,overcast clouds
643,Kallifitos,GR,41.1667,24.2167,53.6,71,40,3.44,scattered clouds
644,Gawler,AU,-34.6,138.7333,50.0,80,21,1.01,few clouds
645,Lixourion,GR,38.2019,20.4314,60.8,59,20,5.75,few clouds
646,Lolodorf,CM,3.2333,10.7333,73.33,96,100,1.25,overcast clouds
647,Ahuimanu,US,21.4447,-157.8378,68.0,83,75,5.75,broken clouds
648,Batouri,CM,4.4333,14.3667,71.82,86,80,4.72,moderate rain
649,Tirumullaivasal,IN,11.2333,79.8333,83.53,69,3,12.59,clear sky
650,Kieta,PG,-6.2167,155.6333,77.4,81,74,1.77,light rain
651,Oussouye,SN,12.485,-16.5469,98.6,65,0,4.61,clear sky
652,Savannah Bight,HN,16.45,-85.85,86.0,74,40,10.31,scattered clouds
653,Adeje,ES,28.1227,-16.726,73.0,64,20,10.36,few clouds
654,Anloga,GH,5.7947,0.8973,87.8,70,20,16.11,few clouds
655,Ramhormoz,IR,31.28,49.6035,87.8,19,40,11.5,scattered clouds
656,Nakasongola,UG,1.3089,32.4564,69.42,85,100,4.16,light rain
657,Shizuishan,CN,39.2333,106.7694,53.91,55,100,16.53,overcast clouds
658,Buchanan,LR,5.8808,-10.0467,87.8,66,75,8.05,light rain
659,Katherine,AU,-14.4667,132.2667,75.2,78,81,6.91,broken clouds
660,Senanga,ZM,-16.1167,23.2667,71.26,41,2,5.21,clear sky
661,Lanivtsi,UA,49.8633,26.0908,50.14,50,1,10.76,clear sky
662,Kande,TG,9.9578,1.0447,96.8,26,20,5.75,light rain
663,Polunochnoye,RU,60.8697,60.4153,34.32,85,64,7.96,broken clouds
664,Krasnoarmeyskoye,RU,52.7182,50.0322,58.28,68,100,8.48,light rain
665,Kloulklubed,PW,7.0419,134.2556,78.8,89,90,3.44,very heavy rain
666,Odweyne,SO,9.4092,45.064,81.34,27,42,7.23,scattered clouds
667,Maragheh,IR,37.3917,46.2398,57.2,47,0,6.91,clear sky
668,Cascais,PT,38.6979,-9.4215,63.0,63,20,16.11,few clouds
669,Ixtapa,MX,20.7,-105.2,75.2,78,40,6.13,scattered clouds
670,Poltavka,RU,54.3663,71.7632,30.69,94,47,5.68,scattered clouds
671,Nioro,GM,13.35,-15.75,106.77,8,0,5.79,clear sky
672,Raha,IN,26.2333,92.5167,82.89,34,5,4.97,clear sky
673,Daru,PG,-9.0763,143.2092,75.65,90,82,5.19,broken clouds
674,Xingcheng,CN,40.6167,120.7167,46.99,71,100,9.64,overcast clouds
675,Qasigiannguit,GL,68.8193,-51.1922,28.4,59,75,5.75,broken clouds
676,Praia,CV,14.9215,-23.5087,82.4,44,0,17.27,clear sky
677,Hazorasp,UZ,41.3194,61.0742,62.6,36,0,13.8,clear sky
678,Lekoni,GA,-1.5843,14.2591,80.13,67,92,7.47,overcast clouds
679,Young,UY,-32.6833,-57.6333,61.95,78,100,14.65,overcast clouds
680,Durban,ZA,-29.8579,31.0292,77.0,94,12,2.3,few clouds
681,Beloha,MG,-25.1667,45.05,73.56,85,1,11.7,clear sky
682,West Plains,US,36.7281,-91.8524,66.0,36,1,11.5,clear sky
683,Eureka,US,40.8021,-124.1637,50.0,87,1,5.75,clear sky
684,Raahe,FI,64.6833,24.4833,39.2,60,0,11.5,clear sky
685,Mehamn,NO,71.0357,27.8492,33.8,80,75,26.46,light snow
686,Kaniv,UA,49.7518,31.46,48.83,49,0,5.82,clear sky
687,Teya,RU,60.3778,92.6267,31.03,91,100,4.43,overcast clouds
688,Brewster,US,41.3973,-73.6171,60.01,92,100,3.0,light rain
689,Griffith,US,41.5284,-87.4237,53.01,76,90,5.75,overcast clouds
690,Sakaiminato,JP,35.55,133.2333,42.8,87,40,3.44,scattered clouds
691,Labuhan,ID,-6.8844,112.2051,78.91,83,94,5.17,overcast clouds
692,Naze,JP,28.3667,129.4833,64.98,73,19,19.75,few clouds
693,Mega,ET,4.05,38.3,61.61,83,80,10.33,broken clouds
694,Sulangan,PH,11.1373,123.7228,81.84,77,91,18.66,overcast clouds
695,San Jeronimo,PE,-11.9472,-75.2829,57.81,61,89,0.45,overcast clouds
696,Huarmey,PE,-10.0681,-78.1522,74.07,76,81,8.77,broken clouds
697,Mateare,NI,12.2351,-86.4281,87.8,62,40,9.22,scattered clouds
698,Camacha,PT,33.0833,-16.3333,68.0,77,20,10.36,few clouds
699,Novobirilyussy,RU,56.9514,90.6661,34.97,98,99,5.66,overcast clouds
700,Gisborne,NZ,-38.6533,178.0042,57.0,98,15,4.85,few clouds
701,Horn Lake,US,34.9554,-90.0348,70.0,48,1,9.22,clear sky
702,Goiatuba,BR,-18.0125,-49.3547,83.5,34,0,5.84,clear sky
